,canvasUserId,problemID,stepID,hintID,eventType,isCorrect,firstAttempt,time,skills
0,f90122eafea1a7cb593c301756e127e1d0b764fa,a1b4294cond9,a1b4294cond9a,,unlockHint,,,2022-02-07 23:20:28.550,"['conditional_probability', 'independence_and_bayes’_theorem']"
1,f90122eafea1a7cb593c301756e127e1d0b764fa,a1b4294cond9,a1b4294cond9a,,unlockHint,,,2022-02-07 23:20:29.376,"['conditional_probability', 'independence_and_bayes’_theorem']"
2,f90122eafea1a7cb593c301756e127e1d0b764fa,a1b4294cond9,a1b4294cond9a,,answerStep,True,True,2022-02-07 23:20:32.418,"['conditional_probability', 'independence_and_bayes’_theorem']"
3,4e96c5b4da1630955f21437c84abce422d24c39b,a8b6b9fLinear18,a8b6b9fLinear18a,,answerStep,True,True,2022-02-08 00:21:27.578,['use_a_general_strategy_to_solve_linear_equations']
4,4e96c5b4da1630955f21437c84abce422d24c39b,a8b6b9fLinear29,a8b6b9fLinear29a,,answerStep,True,True,2022-02-08 00:23:05.158,['use_a_general_strategy_to_solve_linear_equations']
5,7108e72dc298b17b3ad2ae45da83bd3706ff53af,a4b48f4RealNums9,a4b48f4RealNums9a,,answerStep,True,True,2022-02-12 00:15:46.378,['properties_of_real_numbers']
6,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,True,2022-02-12 23:59:59.935,"['solve_compound_inequalities_with_""and""']"
7,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 00:00:24.871,"['solve_compound_inequalities_with_""and""']"
8,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 00:00:26.071,"['solve_compound_inequalities_with_""and""']"
9,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 00:00:28.261,"['solve_compound_inequalities_with_""and""']"
10,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 00:00:37.512,"['solve_compound_inequalities_with_""and""']"
11,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality3,a3d9e92Inequality3a,,answerStep,True,True,2022-02-13 00:02:49.449,"['solve_compound_inequalities_with_""and""']"
12,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,True,True,2022-02-13 00:03:56.740,"['solve_compound_inequalities_with_""and""']"
13,0bfb70fbcdf78069bd40d74a611504a118af0ed9,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,True,True,2022-02-13 00:07:27.850,"['solve_compound_inequalities_with_""and""']"
14,cae6693121aecddb7bd9599d018c3ee0b8c76fbf,a4b48f4RealNums2,a4b48f4RealNums2a,,unlockHint,,,2022-02-13 05:29:58.968,['properties_of_real_numbers']
15,cae6693121aecddb7bd9599d018c3ee0b8c76fbf,a4b48f4RealNums2,a4b48f4RealNums2a,,unlockHint,,,2022-02-13 05:30:00.451,['properties_of_real_numbers']
16,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,answerStep,False,True,2022-02-13 22:16:05.619,"['solve_compound_inequalities_with_""and""']"
17,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,unlockHint,,,2022-02-13 22:16:09.702,"['solve_compound_inequalities_with_""and""']"
18,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,unlockHint,,,2022-02-13 22:16:10.700,"['solve_compound_inequalities_with_""and""']"
19,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,unlockHint,,,2022-02-13 22:16:11.809,"['solve_compound_inequalities_with_""and""']"
20,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,answerStep,False,False,2022-02-13 22:16:20.007,"['solve_compound_inequalities_with_""and""']"
21,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality3,a3d9e92Inequality3a,,answerStep,True,False,2022-02-13 22:16:26.908,"['solve_compound_inequalities_with_""and""']"
22,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality5,a3d9e92Inequality5a,,answerStep,True,True,2022-02-13 22:16:59.612,"['solve_compound_inequalities_with_""and""']"
23,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,answerStep,False,True,2022-02-13 22:17:36.114,"['solve_compound_inequalities_with_""and""']"
24,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,answerStep,False,False,2022-02-13 22:17:41.869,"['solve_compound_inequalities_with_""and""']"
25,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,answerStep,False,False,2022-02-13 22:17:44.699,"['solve_compound_inequalities_with_""and""']"
26,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,unlockHint,,,2022-02-13 22:17:50.700,"['solve_compound_inequalities_with_""and""']"
27,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,unlockHint,,,2022-02-13 22:17:51.590,"['solve_compound_inequalities_with_""and""']"
28,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,unlockHint,,,2022-02-13 22:17:52.435,"['solve_compound_inequalities_with_""and""']"
29,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality2,a3d9e92Inequality2a,,answerStep,True,False,2022-02-13 22:18:08.282,"['solve_compound_inequalities_with_""and""']"
30,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,True,2022-02-13 22:18:36.737,"['solve_compound_inequalities_with_""and""']"
31,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,False,2022-02-13 22:18:42.404,"['solve_compound_inequalities_with_""and""']"
32,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-13 22:18:47.119,"['solve_compound_inequalities_with_""and""']"
33,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-13 22:18:48.057,"['solve_compound_inequalities_with_""and""']"
34,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-13 22:18:48.788,"['solve_compound_inequalities_with_""and""']"
35,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-13 22:18:49.603,"['solve_compound_inequalities_with_""and""']"
36,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,True,False,2022-02-13 22:19:02.291,"['solve_compound_inequalities_with_""and""']"
37,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,False,True,2022-02-13 22:19:31.427,"['solve_compound_inequalities_with_""and""']"
38,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,False,False,2022-02-13 22:19:38.765,"['solve_compound_inequalities_with_""and""']"
39,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-13 22:20:16.195,"['solve_compound_inequalities_with_""and""']"
40,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-13 22:20:17.224,"['solve_compound_inequalities_with_""and""']"
41,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-13 22:20:18.162,"['solve_compound_inequalities_with_""and""']"
42,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-13 22:20:19.065,"['solve_compound_inequalities_with_""and""']"
43,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,True,False,2022-02-13 22:20:25.327,"['solve_compound_inequalities_with_""and""']"
44,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality10,a3d9e92Inequality10a,,answerStep,True,True,2022-02-13 22:21:23.315,"['solve_compound_inequalities_with_""and""']"
45,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality4,a3d9e92Inequality4a,,answerStep,False,True,2022-02-13 22:22:03.895,"['solve_compound_inequalities_with_""and""']"
46,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality4,a3d9e92Inequality4a,,answerStep,True,False,2022-02-13 22:22:10.509,"['solve_compound_inequalities_with_""and""']"
47,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,True,2022-02-13 22:22:47.280,"['solve_compound_inequalities_with_""and""']"
48,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,False,2022-02-13 22:22:50.306,"['solve_compound_inequalities_with_""and""']"
49,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,False,2022-02-13 22:22:53.554,"['solve_compound_inequalities_with_""and""']"
50,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,False,2022-02-13 22:22:56.582,"['solve_compound_inequalities_with_""and""']"
51,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,False,2022-02-13 22:22:58.933,"['solve_compound_inequalities_with_""and""']"
52,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,False,2022-02-13 22:23:05.418,"['solve_compound_inequalities_with_""and""']"
53,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,unlockHint,,,2022-02-13 22:23:08.041,"['solve_compound_inequalities_with_""and""']"
54,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,unlockHint,,,2022-02-13 22:23:08.914,"['solve_compound_inequalities_with_""and""']"
55,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,unlockHint,,,2022-02-13 22:23:09.857,"['solve_compound_inequalities_with_""and""']"
56,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,unlockHint,,,2022-02-13 22:23:10.813,"['solve_compound_inequalities_with_""and""']"
57,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,True,False,2022-02-13 22:23:19.856,"['solve_compound_inequalities_with_""and""']"
58,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,True,2022-02-13 22:23:43.926,"['solve_compound_inequalities_with_""and""']"
59,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-13 22:23:52.386,"['solve_compound_inequalities_with_""and""']"
60,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-13 22:24:00.661,"['solve_compound_inequalities_with_""and""']"
61,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 22:24:02.607,"['solve_compound_inequalities_with_""and""']"
62,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 22:24:03.556,"['solve_compound_inequalities_with_""and""']"
63,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 22:24:04.508,"['solve_compound_inequalities_with_""and""']"
64,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-13 22:24:05.324,"['solve_compound_inequalities_with_""and""']"
65,fc06914eda98130c8be4432db587b6f77ae65a6c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,True,False,2022-02-13 22:24:25.997,"['solve_compound_inequalities_with_""and""']"
66,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality3,a3d9e92Inequality3a,,unlockHint,,,2022-02-14 04:40:01.517,"['solve_compound_inequalities_with_""and""']"
67,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality3,a3d9e92Inequality3a,,unlockHint,,,2022-02-14 04:40:03.486,"['solve_compound_inequalities_with_""and""']"
68,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality3,a3d9e92Inequality3a,,answerStep,True,True,2022-02-14 04:40:14.729,"['solve_compound_inequalities_with_""and""']"
69,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,False,True,2022-02-14 04:41:19.688,"['solve_compound_inequalities_with_""and""']"
70,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-14 04:41:22.755,"['solve_compound_inequalities_with_""and""']"
71,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-14 04:41:24.328,"['solve_compound_inequalities_with_""and""']"
72,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-14 04:41:25.667,"['solve_compound_inequalities_with_""and""']"
73,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,unlockHint,,,2022-02-14 04:41:29.282,"['solve_compound_inequalities_with_""and""']"
74,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,True,False,2022-02-14 04:41:43.369,"['solve_compound_inequalities_with_""and""']"
75,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality13,a3d9e92Inequality13a,,unlockHint,,,2022-02-14 04:41:50.349,"['solve_compound_inequalities_with_""and""']"
76,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality13,a3d9e92Inequality13a,,unlockHint,,,2022-02-14 04:41:53.629,"['solve_compound_inequalities_with_""and""']"
77,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality13,a3d9e92Inequality13a,,unlockHint,,,2022-02-14 04:41:54.162,"['solve_compound_inequalities_with_""and""']"
78,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality13,a3d9e92Inequality13a,,unlockHint,,,2022-02-14 04:41:55.843,"['solve_compound_inequalities_with_""and""']"
79,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality13,a3d9e92Inequality13a,,answerStep,True,True,2022-02-14 04:42:07.448,"['solve_compound_inequalities_with_""and""']"
80,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,True,2022-02-14 04:43:07.113,"['solve_compound_inequalities_with_""and""']"
81,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-14 04:43:18.196,"['solve_compound_inequalities_with_""and""']"
82,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-14 04:43:24.345,"['solve_compound_inequalities_with_""and""']"
83,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 04:43:27.375,"['solve_compound_inequalities_with_""and""']"
84,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 04:43:28.221,"['solve_compound_inequalities_with_""and""']"
85,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 04:43:29.008,"['solve_compound_inequalities_with_""and""']"
86,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-14 04:43:40.681,"['solve_compound_inequalities_with_""and""']"
87,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 04:43:44.639,"['solve_compound_inequalities_with_""and""']"
88,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,True,False,2022-02-14 04:43:55.278,"['solve_compound_inequalities_with_""and""']"
89,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality5,a3d9e92Inequality5a,,answerStep,True,True,2022-02-14 04:44:42.678,"['solve_compound_inequalities_with_""and""']"
90,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,True,True,2022-02-14 04:45:44.646,"['solve_compound_inequalities_with_""and""']"
91,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality2,a3d9e92Inequality2a,,answerStep,True,True,2022-02-14 04:45:54.937,"['solve_compound_inequalities_with_""and""']"
92,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,True,2022-02-14 04:46:57.768,"['solve_compound_inequalities_with_""and""']"
93,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,False,2022-02-14 04:47:08.636,"['solve_compound_inequalities_with_""and""']"
94,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,False,2022-02-14 04:48:18.413,"['solve_compound_inequalities_with_""and""']"
95,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,False,False,2022-02-14 04:48:25.209,"['solve_compound_inequalities_with_""and""']"
96,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-14 04:48:40.893,"['solve_compound_inequalities_with_""and""']"
97,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-14 04:48:41.902,"['solve_compound_inequalities_with_""and""']"
98,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-14 04:48:42.814,"['solve_compound_inequalities_with_""and""']"
99,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,unlockHint,,,2022-02-14 04:48:45.732,"['solve_compound_inequalities_with_""and""']"
100,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality11,a3d9e92Inequality11a,,answerStep,True,False,2022-02-14 04:48:50.761,"['solve_compound_inequalities_with_""and""']"
101,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality10,a3d9e92Inequality10a,,answerStep,True,True,2022-02-14 04:49:49.183,"['solve_compound_inequalities_with_""and""']"
102,35d94c4be7e4c508baa4f33b15d48a1c606bbf0d,a3d9e92Inequality4,a3d9e92Inequality4a,,answerStep,True,True,2022-02-14 04:50:09.376,"['solve_compound_inequalities_with_""and""']"
103,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality5,a3d9e92Inequality5a,,answerStep,True,True,2022-02-14 05:51:04.554,"['solve_compound_inequalities_with_""and""']"
104,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,False,True,2022-02-14 05:51:43.958,"['solve_compound_inequalities_with_""and""']"
105,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality12,a3d9e92Inequality12a,,answerStep,True,False,2022-02-14 05:53:09.215,"['solve_compound_inequalities_with_""and""']"
106,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality15,a3d9e92Inequality15a,,answerStep,True,True,2022-02-14 05:53:47.015,"['solve_compound_inequalities_with_""and""']"
107,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality10,a3d9e92Inequality10a,,answerStep,True,True,2022-02-14 05:55:20.367,"['solve_compound_inequalities_with_""and""']"
108,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,True,2022-02-14 05:55:52.938,"['solve_compound_inequalities_with_""and""']"
109,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality14,a3d9e92Inequality14a,,answerStep,False,False,2022-02-14 05:57:13.467,"['solve_compound_inequalities_with_""and""']"
110,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 05:57:16.776,"['solve_compound_inequalities_with_""and""']"
111,f128d8e4164c71040a472d438141743a8e37749c,a3d9e92Inequality14,a3d9e92Inequality14a,,unlockHint,,,2022-02-14 05:57:17.632,"['solve_compound_inequalities_with_""and""']"
